question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct
131974,70588,2020,,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,2167,lv,lv,Online/Text,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/5/2020 20:44,,https://changeresearch.com/post/states-of-play-battleground-wave-15/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,52
131974,70588,2020,,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,2167,lv,lv,Online/Text,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/5/2020 20:44,,https://changeresearch.com/post/states-of-play-battleground-wave-15/,general,6210,Trump,13254,Donald Trump,REP,42
131974,70588,2020,,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,2167,lv,lv,Online/Text,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/5/2020 20:44,,https://changeresearch.com/post/states-of-play-battleground-wave-15/,general,6210,Jorgensen,14611,Jo Jorgensen,LIB,3
131974,70588,2020,,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,2167,lv,lv,Online/Text,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/5/2020 20:44,,https://changeresearch.com/post/states-of-play-battleground-wave-15/,general,6210,Hawkins,14612,Howie Hawkins,GRE,1
131991,70595,2020,,1575,Léger,,,Léger,572,Léger,,843,lv,lv,Online,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 8:12,,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-5th-2020.pdf,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,49
131991,70595,2020,,1575,Léger,,,Léger,572,Léger,,843,lv,lv,Online,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 8:12,,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-5th-2020.pdf,general,6210,Trump,13254,Donald Trump,REP,40
131991,70595,2020,,1575,Léger,,,Léger,572,Léger,,843,lv,lv,Online,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 8:12,,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-5th-2020.pdf,general,6210,Jorgensen,14611,Jo Jorgensen,LIB,2
131991,70595,2020,,1575,Léger,,,Léger,572,Léger,,843,lv,lv,Online,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 8:12,,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-5th-2020.pdf,general,6210,Hawkins,14612,Howie Hawkins,GRE,1
131991,70595,2020,,1575,Léger,,,Léger,572,Léger,,843,lv,lv,Online,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 8:12,,https://leger360.com/wp-content/uploads/2020/10/Legers-Weekly-Survey-October-5th-2020.pdf,general,6210,West,14699,Kanye West,IND,1
132009,70604,2020,Arizona,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,296,lv,lv,Online/Text,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 13:30,,https://changeresearch.com/post/states-of-play-battleground-wave-15/,general,6214,Biden,13256,Joseph R. Biden Jr.,DEM,51
132009,70604,2020,Arizona,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,296,lv,lv,Online/Text,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 13:30,,https://changeresearch.com/post/states-of-play-battleground-wave-15/,general,6214,Trump,13254,Donald Trump,REP,45
132010,70605,2020,Florida,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,560,lv,lv,Online/Text,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 13:30,,https://changeresearch.com/post/states-of-play-battleground-wave-15/,general,6220,Biden,13256,Joseph R. Biden Jr.,DEM,50
132010,70605,2020,Florida,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,560,lv,lv,Online/Text,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 13:30,,https://changeresearch.com/post/states-of-play-battleground-wave-15/,general,6220,Trump,13254,Donald Trump,REP,46
132011,70606,2020,Michigan,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,676,lv,lv,Online/Text,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 13:30,,https://changeresearch.com/post/states-of-play-battleground-wave-15/,general,6233,Biden,13256,Joseph R. Biden Jr.,DEM,51
132011,70606,2020,Michigan,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,676,lv,lv,Online/Text,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 13:30,,https://changeresearch.com/post/states-of-play-battleground-wave-15/,general,6233,Trump,13254,Donald Trump,REP,43
132012,70607,2020,North Carolina,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,396,lv,lv,Online/Text,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 13:30,,https://changeresearch.com/post/states-of-play-battleground-wave-15/,general,6238,Biden,13256,Joseph R. Biden Jr.,DEM,49
132012,70607,2020,North Carolina,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,396,lv,lv,Online/Text,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 13:30,,https://changeresearch.com/post/states-of-play-battleground-wave-15/,general,6238,Trump,13254,Donald Trump,REP,47
132013,70608,2020,Pennsylvania,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,468,lv,lv,Online/Text,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 13:31,,https://changeresearch.com/post/states-of-play-battleground-wave-15/,general,6249,Biden,13256,Joseph R. Biden Jr.,DEM,50
132013,70608,2020,Pennsylvania,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,468,lv,lv,Online/Text,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 13:31,,https://changeresearch.com/post/states-of-play-battleground-wave-15/,general,6249,Trump,13254,Donald Trump,REP,46
132014,70609,2020,Wisconsin,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,442,lv,lv,Online/Text,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 13:31,,https://changeresearch.com/post/states-of-play-battleground-wave-15/,general,6259,Biden,13256,Joseph R. Biden Jr.,DEM,51
132014,70609,2020,Wisconsin,1365,Change Research,576,CNBC,Change Research,48,Change Research,C-,442,lv,lv,Online/Text,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 13:31,,https://changeresearch.com/post/states-of-play-battleground-wave-15/,general,6259,Trump,13254,Donald Trump,REP,44
132028,70614,2020,North Carolina,1516,East Carolina University,,,East Carolina University,523,East Carolina University,B/C,1232,lv,lv,IVR/Online,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 15:25,,https://surveyresearch-ecu.reportablenews.com/pr/ecu-poll-of-likely-voters-in-north-carolina-biden-leads-trump-by-four-points-tillis-leads-cunningham-by-one-cooper-leads-forest-by-thirteen-points-other-statewide-races-competitive,general,6238,Biden,13256,Joseph R. Biden Jr.,DEM,50.4
132028,70614,2020,North Carolina,1516,East Carolina University,,,East Carolina University,523,East Carolina University,B/C,1232,lv,lv,IVR/Online,U.S. President,0,,10/2/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 15:25,,https://surveyresearch-ecu.reportablenews.com/pr/ecu-poll-of-likely-voters-in-north-carolina-biden-leads-trump-by-four-points-tillis-leads-cunningham-by-one-cooper-leads-forest-by-thirteen-points-other-statewide-races-competitive,general,6238,Trump,13254,Donald Trump,REP,47.2
131986,70581,2020,,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,1001,lv,lv,Live Phone,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 7:52,,http://cdn.cnn.com/cnn/2020/images/10/06/rel12b.-.2020.pdf,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,57
131986,70581,2020,,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,1001,lv,lv,Live Phone,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 7:52,,http://cdn.cnn.com/cnn/2020/images/10/06/rel12b.-.2020.pdf,general,6210,Trump,13254,Donald Trump,REP,41
131987,70581,2020,,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,1205,rv,rv,Live Phone,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 7:53,,http://cdn.cnn.com/cnn/2020/images/10/06/rel12b.-.2020.pdf,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,56
131987,70581,2020,,1361,SSRS,143,CNN,CNN/SSRS,297,SSRS,B/C,1205,rv,rv,Live Phone,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 7:53,,http://cdn.cnn.com/cnn/2020/images/10/06/rel12b.-.2020.pdf,general,6210,Trump,13254,Donald Trump,REP,41
131976,70590,2020,Florida,509,University of North Florida,,,University of North Florida,360,University of North Florida,A/B,3142,lv,lv,Online,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 7:37,,https://www.unf.edu/uploadedFiles/aa/coas/porl/UNF%20PORL%20Statewide%20October%20Press%20Release.pdf,general,6220,Biden,13256,Joseph R. Biden Jr.,DEM,51
131976,70590,2020,Florida,509,University of North Florida,,,University of North Florida,360,University of North Florida,A/B,3142,lv,lv,Online,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 7:37,,https://www.unf.edu/uploadedFiles/aa/coas/porl/UNF%20PORL%20Statewide%20October%20Press%20Release.pdf,general,6220,Trump,13254,Donald Trump,REP,45
131979,70591,2020,Florida,458,Suffolk University,135,USA Today,Suffolk University,323,Suffolk University,A,500,lv,lv,Live Phone,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 7:46,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/10_6_2020_tables_pdftxt.pdf?la=en&hash=8AB56F300AF4E074BA7417027FC2A750177E88D5,general,6220,Biden,13256,Joseph R. Biden Jr.,DEM,45
131979,70591,2020,Florida,458,Suffolk University,135,USA Today,Suffolk University,323,Suffolk University,A,500,lv,lv,Live Phone,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 7:46,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/10_6_2020_tables_pdftxt.pdf?la=en&hash=8AB56F300AF4E074BA7417027FC2A750177E88D5,general,6220,Trump,13254,Donald Trump,REP,45
131979,70591,2020,Florida,458,Suffolk University,135,USA Today,Suffolk University,323,Suffolk University,A,500,lv,lv,Live Phone,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 7:46,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/10_6_2020_tables_pdftxt.pdf?la=en&hash=8AB56F300AF4E074BA7417027FC2A750177E88D5,general,6220,Jorgensen,14611,Jo Jorgensen,LIB,2
131979,70591,2020,Florida,458,Suffolk University,135,USA Today,Suffolk University,323,Suffolk University,A,500,lv,lv,Live Phone,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 7:46,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/10_6_2020_tables_pdftxt.pdf?la=en&hash=8AB56F300AF4E074BA7417027FC2A750177E88D5,general,6220,De La Fuente,13610,Roque De La Fuente,OTH,0
131979,70591,2020,Florida,458,Suffolk University,135,USA Today,Suffolk University,323,Suffolk University,A,500,lv,lv,Live Phone,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 7:46,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/10_6_2020_tables_pdftxt.pdf?la=en&hash=8AB56F300AF4E074BA7417027FC2A750177E88D5,general,6220,La Riva,16082,Gloria La Riva,PSL,1
131979,70591,2020,Florida,458,Suffolk University,135,USA Today,Suffolk University,323,Suffolk University,A,500,lv,lv,Live Phone,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 7:46,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/10_6_2020_tables_pdftxt.pdf?la=en&hash=8AB56F300AF4E074BA7417027FC2A750177E88D5,general,6220,Hawkins,14612,Howie Hawkins,GRE,0
131979,70591,2020,Florida,458,Suffolk University,135,USA Today,Suffolk University,323,Suffolk University,A,500,lv,lv,Live Phone,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 7:46,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/other-states/2020/10_6_2020_tables_pdftxt.pdf?la=en&hash=8AB56F300AF4E074BA7417027FC2A750177E88D5,general,6220,Blankenship,15856,Don Blankenship,CON,0
132005,70601,2020,,460,SurveyUSA,1466,Cheddar,SurveyUSA,325,SurveyUSA,A,1114,lv,lv,Online,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 12:10,,http://www.surveyusa.com/client/PollReport.aspx?g=5c55fb27-997d-4bec-aa2c-ceb365f9f0bf,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,53
132005,70601,2020,,460,SurveyUSA,1466,Cheddar,SurveyUSA,325,SurveyUSA,A,1114,lv,lv,Online,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 12:10,,http://www.surveyusa.com/client/PollReport.aspx?g=5c55fb27-997d-4bec-aa2c-ceb365f9f0bf,general,6210,Trump,13254,Donald Trump,REP,43
132097,70643,2020,,1614,Qriously,1438,Brandwatch,Qriously,610,Qriously,,2048,lv,lv,Online,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 12:28,,https://www.brandwatch.com/email/us-election-bulletin-006/,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,51
132097,70643,2020,,1614,Qriously,1438,Brandwatch,Qriously,610,Qriously,,2048,lv,lv,Online,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 12:28,,https://www.brandwatch.com/email/us-election-bulletin-006/,general,6210,Trump,13254,Donald Trump,REP,38
132097,70643,2020,,1614,Qriously,1438,Brandwatch,Qriously,610,Qriously,,2048,lv,lv,Online,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 12:28,,https://www.brandwatch.com/email/us-election-bulletin-006/,general,6210,Jorgensen,14611,Jo Jorgensen,LIB,1
132097,70643,2020,,1614,Qriously,1438,Brandwatch,Qriously,610,Qriously,,2048,lv,lv,Online,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 12:28,,https://www.brandwatch.com/email/us-election-bulletin-006/,general,6210,Hawkins,14612,Howie Hawkins,GRE,0
132210,70687,2020,New Hampshire,446,Saint Anselm College,,,Saint Anselm College,494,Saint Anselm College,,1147,lv,lv,Online,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 17:26,,https://www.anselm.edu/sites/default/files/Documents/NHIOP/Polls/October%202020%20FullResults.pdf,general,6241,Biden,13256,Joseph R. Biden Jr.,DEM,53
132210,70687,2020,New Hampshire,446,Saint Anselm College,,,Saint Anselm College,494,Saint Anselm College,,1147,lv,lv,Online,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 17:26,,https://www.anselm.edu/sites/default/files/Documents/NHIOP/Polls/October%202020%20FullResults.pdf,general,6241,Trump,13254,Donald Trump,REP,41
132217,70689,2020,Nebraska CD-2,1244,FM3 Research,1471,Congressional Progressive Caucus PAC (CPC PAC),FM3 Research,91,FM3 Research,B/C,450,lv,lv,Live Phone,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,DEM,,FALSE,FALSE,10/8/2020 17:55,,https://thehill.com/homenews/campaign/520263-poll-shows-biden-leading-trump-tight-house-race-in-key-nebraska-district,general,8718,Biden,13256,Joseph R. Biden Jr.,DEM,53
132217,70689,2020,Nebraska CD-2,1244,FM3 Research,1471,Congressional Progressive Caucus PAC (CPC PAC),FM3 Research,91,FM3 Research,B/C,450,lv,lv,Live Phone,U.S. President,0,,10/1/2020,10/4/2020,11/3/2020,,FALSE,DEM,,FALSE,FALSE,10/8/2020 17:55,,https://thehill.com/homenews/campaign/520263-poll-shows-biden-leading-trump-tight-house-race-in-key-nebraska-district,general,8718,Trump,13254,Donald Trump,REP,42
131997,70599,2020,Pennsylvania,320,Monmouth University,,,Monmouth University,215,Monmouth University,A+,500,rv,rv,Live Phone,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 11:16,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_pa_100620.pdf/,general,6249,Biden,13256,Joseph R. Biden Jr.,DEM,54
131997,70599,2020,Pennsylvania,320,Monmouth University,,,Monmouth University,215,Monmouth University,A+,500,rv,rv,Live Phone,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 11:16,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_pa_100620.pdf/,general,6249,Trump,13254,Donald Trump,REP,42
131997,70599,2020,Pennsylvania,320,Monmouth University,,,Monmouth University,215,Monmouth University,A+,500,rv,rv,Live Phone,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 11:16,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_pa_100620.pdf/,general,6249,Jorgensen,14611,Jo Jorgensen,LIB,1
131998,70599,2020,Pennsylvania,320,Monmouth University,,,Monmouth University,215,Monmouth University,A+,500,lv,lv,Live Phone,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 11:16,high likely turnout,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_pa_100620.pdf/,general,6249,Biden,13256,Joseph R. Biden Jr.,DEM,54
131998,70599,2020,Pennsylvania,320,Monmouth University,,,Monmouth University,215,Monmouth University,A+,500,lv,lv,Live Phone,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 11:16,high likely turnout,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_pa_100620.pdf/,general,6249,Trump,13254,Donald Trump,REP,43
131999,70599,2020,Pennsylvania,320,Monmouth University,,,Monmouth University,215,Monmouth University,A+,500,lv,lv,Live Phone,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 11:16,low likely turnout,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_pa_100620.pdf/,general,6249,Biden,13256,Joseph R. Biden Jr.,DEM,53
131999,70599,2020,Pennsylvania,320,Monmouth University,,,Monmouth University,215,Monmouth University,A+,500,lv,lv,Live Phone,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 11:16,low likely turnout,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_pa_100620.pdf/,general,6249,Trump,13254,Donald Trump,REP,45
132035,70617,2020,,1626,Global Marketing Research Services,"139,458",Boston Herald | Franklin Pierce University,Global Marketing Research Services,621,Global Marketing Research Services,,971,lv,lv,Live Phone/Online,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 17:05,,https://www.franklinpierce.edu/institutes/mfcc/9-30-20_Polling-Data/a-FPU-Herald-Poll-Topline-Total-Data-Set-930-10420.pdf#page=10,general,6210,Biden,13256,Joseph R. Biden Jr.,DEM,51.91
132035,70617,2020,,1626,Global Marketing Research Services,"139,458",Boston Herald | Franklin Pierce University,Global Marketing Research Services,621,Global Marketing Research Services,,971,lv,lv,Live Phone/Online,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 17:05,,https://www.franklinpierce.edu/institutes/mfcc/9-30-20_Polling-Data/a-FPU-Herald-Poll-Topline-Total-Data-Set-930-10420.pdf#page=10,general,6210,Trump,13254,Donald Trump,REP,36.05
132105,70646,2020,Wisconsin,1075,Marquette University Law School,,,Marquette Law School,195,Marquette University Law School,A/B,700,lv,lv,Live Phone,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 13:20,,"https://law.marquette.edu/poll/wp-content/uploads/2020/10/MLSP64ToplinesLV.html#q20:_(combined):_biden_vs_trump_vs_jorgensen,_including_leaners",general,6259,Biden,13256,Joseph R. Biden Jr.,DEM,47
132105,70646,2020,Wisconsin,1075,Marquette University Law School,,,Marquette Law School,195,Marquette University Law School,A/B,700,lv,lv,Live Phone,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 13:20,,"https://law.marquette.edu/poll/wp-content/uploads/2020/10/MLSP64ToplinesLV.html#q20:_(combined):_biden_vs_trump_vs_jorgensen,_including_leaners",general,6259,Trump,13254,Donald Trump,REP,42
132105,70646,2020,Wisconsin,1075,Marquette University Law School,,,Marquette Law School,195,Marquette University Law School,A/B,700,lv,lv,Live Phone,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 13:20,,"https://law.marquette.edu/poll/wp-content/uploads/2020/10/MLSP64ToplinesLV.html#q20:_(combined):_biden_vs_trump_vs_jorgensen,_including_leaners",general,6259,Jorgensen,14611,Jo Jorgensen,LIB,4
132106,70646,2020,Wisconsin,1075,Marquette University Law School,,,Marquette Law School,195,Marquette University Law School,A/B,805,rv,rv,Live Phone,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 14:04,,"https://law.marquette.edu/poll/wp-content/uploads/2020/10/MLSP64ToplinesRV.html#q20a:_biden_vs_trump_vs_jorgensen,_lean",general,6259,Biden,13256,Joseph R. Biden Jr.,DEM,46
132106,70646,2020,Wisconsin,1075,Marquette University Law School,,,Marquette Law School,195,Marquette University Law School,A/B,805,rv,rv,Live Phone,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 14:04,,"https://law.marquette.edu/poll/wp-content/uploads/2020/10/MLSP64ToplinesRV.html#q20a:_biden_vs_trump_vs_jorgensen,_lean",general,6259,Trump,13254,Donald Trump,REP,41
132106,70646,2020,Wisconsin,1075,Marquette University Law School,,,Marquette Law School,195,Marquette University Law School,A/B,805,rv,rv,Live Phone,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/7/2020 14:04,,"https://law.marquette.edu/poll/wp-content/uploads/2020/10/MLSP64ToplinesRV.html#q20a:_biden_vs_trump_vs_jorgensen,_lean",general,6259,Jorgensen,14611,Jo Jorgensen,LIB,5
132148,70663,2020,Maryland,1323,Goucher College,,,Goucher College,414,Goucher College,,776,lv,lv,Live Phone,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 7:32,,https://www.goucher.edu/hughes-center/documents/Goucher-College-Poll-Oct-2020-Part-1.pdf,general,6231,Biden,13256,Joseph R. Biden Jr.,DEM,61
132148,70663,2020,Maryland,1323,Goucher College,,,Goucher College,414,Goucher College,,776,lv,lv,Live Phone,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 7:32,,https://www.goucher.edu/hughes-center/documents/Goucher-College-Poll-Oct-2020-Part-1.pdf,general,6231,Trump,13254,Donald Trump,REP,30
132148,70663,2020,Maryland,1323,Goucher College,,,Goucher College,414,Goucher College,,776,lv,lv,Live Phone,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 7:32,,https://www.goucher.edu/hughes-center/documents/Goucher-College-Poll-Oct-2020-Part-1.pdf,general,6231,Hawkins,14612,Howie Hawkins,GRE,2
132148,70663,2020,Maryland,1323,Goucher College,,,Goucher College,414,Goucher College,,776,lv,lv,Live Phone,U.S. President,0,,9/30/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/8/2020 7:32,,https://www.goucher.edu/hughes-center/documents/Goucher-College-Poll-Oct-2020-Part-1.pdf,general,6231,Jorgensen,14611,Jo Jorgensen,LIB,2
131811,70578,2020,Utah,1243,Y2 Analytics,,,Y2 Analytics,389,Y2 Analytics,B/C,1214,lv,lv,Online,U.S. President,0,,9/26/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/5/2020 14:32,,https://www.sltrib.com/news/politics/2020/10/05/new-utah-poll-has-trump/,general,6255,Biden,13256,Joseph R. Biden Jr.,DEM,40
131811,70578,2020,Utah,1243,Y2 Analytics,,,Y2 Analytics,389,Y2 Analytics,B/C,1214,lv,lv,Online,U.S. President,0,,9/26/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/5/2020 14:32,,https://www.sltrib.com/news/politics/2020/10/05/new-utah-poll-has-trump/,general,6255,Trump,13254,Donald Trump,REP,50
132015,70610,2020,Maine,114,Critical Insights,260,Bangor Daily News,Critical Insights,64,Critical Insights,C/D,500,rv,rv,Live Phone/Online,U.S. President,0,,9/25/2020,10/4/2020,11/3/2020,,FALSE,,,FALSE,FALSE,10/6/2020 13:41,,https://drive.google.com/file/d/1aNLin7vNNxFEK0dNKj8JYdfyz0wkGj6n/view,general,6232,Biden,13256,Joseph R. Biden Jr.,DEM,50
